Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
-4.985e+00,-0.006,-0,-12.6,-12.4
-4.981e+00,-0.01,-0.014,-12.6,-12.8
-4.977e+00,-0.006,-0,-12.6,-12.4
-4.973e+00,-0.006,-0.014,-12.6,-12.8
-4.969e+00,-0.008,-0,-12.6,-12.4
-4.965e+00,-0.008,-0.014,-12.6,-12.8
-4.962e+00,-0.006,-0,-12.6,-12.4
-4.958e+00,-0.004,-0.014,-12.6,-12.8
-4.954e+00,-0.008,-0,-12.6,-12.4
-4.950e+00,-0.006,-0.014,-12.6,-13
-4.946e+00,-0.006,0.002,-12.6,-12.4
-4.942e+00,-0.008,-0.014,-12.6,-13
-4.939e+00,-0.008,-0,-12.6,-12.4
-4.935e+00,-0.006,-0.014,-12.6,-13
-4.931e+00,-0.004,-0,-12.6,-12.4
-4.927e+00,-0.008,-0.014,-12.6,-13
-4.923e+00,-0.006,0.004,-12.6,-12.4
-4.919e+00,-0.006,-0.018,-12.6,-13
-4.916e+00,-0.006,0.002,-12.6,-12.4
-4.912e+00,-0.008,-0.024,-12.8,-13
-4.908e+00,-0.008,0.004,-12.8,-12.6
-4.904e+00,-0.006,-0.014,-12.8,-13
-4.900e+00,-0.006,-0,-12.8,-12.4
-4.896e+00,-0.008,-0.014,-12.8,-13
-4.892e+00,-0.006,0.002,-12.8,-12.6
-4.889e+00,-0.006,-0.014,-12.8,-13
-4.885e+00,-0.006,0.002,-12.8,-12.6
-4.881e+00,-0.008,-0.016,-12.8,-13
-4.877e+00,-0.006,-0,-12.8,-12.6
-4.873e+00,-0.006,-0.012,-12.8,-13
-4.869e+00,-0.006,0.002,-12.8,-12.6
-4.866e+00,-0.008,-0.012,-12.8,-13
-4.862e+00,-0.006,-0,-12.8,-12.6
-4.858e+00,-0.004,-0.014,-12.8,-13
-4.854e+00,-0.008,-0,-12.8,-12.6
-4.850e+00,-0.008,-0.014,-12.8,-13
-4.846e+00,-0.004,0.002,-12.8,-12.6
-4.843e+00,-0.006,-0.012,-12.8,-13
-4.839e+00,-0.006,0.002,-12.8,-12.6
-4.835e+00,-0.008,-0.014,-12.8,-13
-4.831e+00,-0.004,-0,-12.8,-12.6
-4.827e+00,-0.006,-0.012,-12.8,-13
-4.823e+00,-0.006,0.002,-12.8,-12.6
-4.820e+00,-0.006,-0.012,-12.8,-13
-4.816e+00,-0.006,0.002,-12.8,-12.6
-4.812e+00,-0.008,-0.014,-12.8,-13
-4.808e+00,-0.008,-0,-12.8,-12.6
-4.804e+00,-0.006,-0.014,-12.8,-13
-4.800e+00,-0.006,-0,-12.8,-12.6
-4.796e+00,-0.006,-0.014,-12.8,-13
-4.793e+00,-0.006,0.002,-12.8,-12.6
-4.789e+00,-0.004,-0.012,-12.8,-13.2
-4.785e+00,-0.004,0.002,-12.8,-12.6
-4.781e+00,-0.008,-0.016,-12.8,-13.2
-4.777e+00,-0.006,0.002,-12.8,-12.6
-4.773e+00,-0.004,-0.014,-12.8,-13.2
-4.770e+00,-0.006,0.006,-12.8,-12.6
-4.766e+00,-0.008,-0.018,-12.8,-13.2
-4.762e+00,-0.006,0.004,-12.8,-12.6
-4.758e+00,-0.004,-0.014,-12.8,-13.2
-4.754e+00,-0.006,0.002,-12.8,-12.6
-4.750e+00,-0.006,-0.014,-12.8,-13.2
-4.747e+00,-0.004,0.002,-12.8,-12.6
-4.743e+00,-0.004,-0.012,-12.8,-13.2
-4.739e+00,-0.006,0.002,-12.8,-12.6
-4.735e+00,-0.008,-0.014,-13,-13.2
-4.731e+00,-0.004,0.002,-13,-12.6
-4.727e+00,-0.006,-0.014,-13,-13.2
-4.724e+00,-0.006,0.004,-13,-12.6
-4.720e+00,-0.006,-0.014,-13,-13.2
-4.716e+00,-0.004,-0,-13,-12.6
-4.712e+00,-0.004,-0.014,-13,-13.2
-4.708e+00,-0.008,0.002,-13,-12.8
-4.704e+00,-0.006,-0.014,-13,-13.2
-4.700e+00,-0.006,0.004,-13,-12.8
-4.697e+00,-0.006,-0.012,-13,-13.2
-4.693e+00,-0.006,0.002,-13,-12.8
-4.689e+00,-0.004,-0.012,-13,-13.2
-4.685e+00,-0.004,-0,-13,-12.8
-4.681e+00,-0.008,-0.012,-13,-13.2
-4.677e+00,-0.006,0.004,-13,-12.8
-4.674e+00,-0.004,-0.012,-13,-13.2
-4.670e+00,-0.004,0.002,-13,-12.8
-4.666e+00,-0.006,-0.012,-13,-13.2
-4.662e+00,-0.008,0.004,-13,-12.8
-4.658e+00,-0.004,-0.012,-13,-13.2
-4.654e+00,-0.006,0.002,-13,-12.8
-4.651e+00,-0.006,-0.012,-13,-13.2
-4.647e+00,-0.006,0.002,-13,-12.8
-4.643e+00,-0.004,-0.012,-13,-13.2
-4.639e+00,-0.006,0.002,-13,-12.8
-4.635e+00,-0.006,-0.012,-13,-13.2
-4.631e+00,-0.004,0.004,-13,-12.8
-4.627e+00,-0.004,-0.012,-13,-13.2
-4.624e+00,-0.004,0.006,-13,-12.8
-4.620e+00,-0.006,-0.012,-13,-13.2
-4.616e+00,-0.004,0.002,-13,-12.8
-4.612e+00,-0.004,-0.012,-13,-13.2
-4.608e+00,-0.006,0.006,-13,-12.8
-4.604e+00,-0.006,-0.016,-13,-13.2
-4.601e+00,-0.004,0.004,-13,-12.8
-4.597e+00,-0.004,-0.016,-13,-13.2
-4.593e+00,-0.006,0.002,-13,-12.8
-4.589e+00,-0.006,-0.01,-13,-13.4
-4.585e+00,-0.002,0.004,-13,-12.8
-4.581e+00,-0.006,-0.012,-13,-13.2
-4.578e+00,-0.006,0.002,-13,-12.8
-4.574e+00,-0.004,-0.012,-13,-13.2
-4.570e+00,-0.004,0.004,-13.2,-12.8
-4.566e+00,-0.006,-0.014,-13,-13.4
-4.562e+00,-0.006,0.004,-13,-12.8
-4.558e+00,-0.004,-0.012,-13,-13.4
-4.555e+00,-0.004,0.002,-13.2,-12.8
-4.551e+00,-0.006,-0.012,-13.2,-13.4
-4.547e+00,-0.006,0.004,-13.2,-12.8
-4.543e+00,-0.004,-0.012,-13.2,-13.4
-4.539e+00,-0.002,0.006,-13.2,-12.8
-4.535e+00,-0.006,-0.01,-13.2,-13.4
-4.531e+00,-0.004,0.002,-13.2,-12.8
-4.528e+00,-0.004,-0.012,-13.2,-13.4
-4.524e+00,-0.004,0.002,-13.2,-13
-4.520e+00,-0.004,-0.012,-13.2,-13.4
-4.516e+00,-0.004,0.004,-13.2,-13
-4.512e+00,-0.002,-0.012,-13.2,-13.4
-4.508e+00,-0.004,0.002,-13.2,-13
-4.505e+00,-0.006,-0.01,-13.2,-13.4
-4.501e+00,-0.004,0.004,-13.2,-13
-4.497e+00,-0.004,-0.012,-13.2,-13.4
-4.493e+00,-0.004,0.004,-13.2,-13
-4.489e+00,-0.006,-0.012,-13.2,-13.4
-4.485e+00,-0.002,0.004,-13.2,-13
-4.482e+00,-0.004,-0.012,-13.2,-13.4
-4.478e+00,-0.004,0.002,-13.2,-13
-4.474e+00,-0.004,-0.012,-13.2,-13.4
-4.470e+00,-0.004,0.006,-13.2,-13
-4.466e+00,-0.004,-0.012,-13.2,-13.4
-4.462e+00,-0.006,0.002,-13.2,-13
-4.459e+00,-0.004,-0.01,-13.2,-13.4
-4.455e+00,-0.004,0.004,-13.2,-13
-4.451e+00,-0.004,-0.012,-13.2,-13.4
-4.447e+00,-0.004,0.008,-13.2,-13
-4.443e+00,-0.004,-0.016,-13.2,-13.4
-4.439e+00,-0.002,0.006,-13.2,-13
-4.435e+00,-0.006,-0.014,-13.2,-13.4
-4.432e+00,-0.004,0.002,-13.2,-13
-4.428e+00,-0.004,-0.012,-13.2,-13.4
-4.424e+00,-0.004,0.004,-13.2,-13
-4.420e+00,-0.004,-0.012,-13.2,-13.4
-4.416e+00,-0.004,0.004,-13.2,-13
-4.412e+00,-0.004,-0.012,-13.2,-13.4
-4.409e+00,-0.004,0.006,-13.2,-13
-4.405e+00,-0.004,-0.012,-13.2,-13.4
-4.401e+00,-0.004,0.002,-13.2,-13
-4.397e+00,-0.002,-0.01,-13.2,-13.6
-4.393e+00,-0.004,0.004,-13.2,-13
-4.389e+00,-0.006,-0.01,-13.2,-13.4
-4.386e+00,-0.004,0.002,-13.2,-13
-4.382e+00,-0.004,-0.012,-13.2,-13.4
-4.378e+00,-0.004,0.004,-13.2,-13
-4.374e+00,-0.004,-0.012,-13.2,-13.6
-4.370e+00,-0.004,0.002,-13.2,-13
-4.366e+00,-0.002,-0.01,-13.2,-13.6
-4.363e+00,-0.004,0.004,-13.2,-13
-4.359e+00,-0.004,-0.01,-13.2,-13.6
-4.355e+00,-0.002,0.004,-13.2,-13
-4.351e+00,-0.002,-0.01,-13.2,-13.6
-4.347e+00,-0.004,0.004,-13.2,-13
-4.343e+00,-0.004,-0.01,-13.2,-13.6
-4.339e+00,-0.002,0.004,-13.4,-13
-4.336e+00,-0.004,-0.01,-13.4,-13.6
-4.332e+00,-0.006,0.004,-13.4,-13
-4.328e+00,-0.004,-0.01,-13.4,-13.6
-4.324e+00,-0.002,0.004,-13.4,-13
-4.320e+00,-0.004,-0.01,-13.4,-13.6
-4.316e+00,-0.006,0.004,-13.4,-13.2
-4.313e+00,-0.004,-0.012,-13.4,-13.6
-4.309e+00,-0.002,0.006,-13.4,-13.2
-4.305e+00,-0.004,-0.012,-13.4,-13.6
-4.301e+00,-0.004,0.004,-13.4,-13.2
-4.297e+00,-0.004,-0.012,-13.4,-13.6
-4.293e+00,-0.002,0.004,-13.4,-13.2
-4.290e+00,-0.006,-0.01,-13.4,-13.6
-4.286e+00,-0.004,0.01,-13.4,-13.2
-4.282e+00,-0.004,-0.016,-13.4,-13.6
-4.278e+00,-0.004,0.008,-13.4,-13.2
-4.274e+00,-0.004,-0.02,-13.4,-13.6
-4.270e+00,-0.004,0.006,-13.4,-13.2
-4.267e+00,-0,-0.01,-13.4,-13.6
-4.263e+00,-0.004,0.004,-13.4,-13.2
-4.259e+00,-0.004,-0.01,-13.4,-13.6
-4.255e+00,-0.004,0.004,-13.4,-13.2
-4.251e+00,-0.002,-0.01,-13.4,-13.6
-4.247e+00,-0.004,0.008,-13.4,-13.2
-4.243e+00,-0.004,-0.012,-13.4,-13.6
-4.240e+00,-0.002,0.004,-13.4,-13.2
-4.236e+00,-0.002,-0.01,-13.4,-13.6
-4.232e+00,-0.004,0.006,-13.4,-13.2
-4.228e+00,-0.004,-0.01,-13.4,-13.6
-4.224e+00,-0.002,0.004,-13.4,-13.2
-4.220e+00,-0.002,-0.01,-13.4,-13.6
-4.217e+00,-0.006,0.004,-13.4,-13.2
-4.213e+00,-0.002,-0.01,-13.4,-13.6
-4.209e+00,-0.002,0.004,-13.4,-13.2
-4.205e+00,-0.002,-0.01,-13.4,-13.6
-4.201e+00,-0.004,0.004,-13.4,-13.2
-4.197e+00,-0.004,-0.01,-13.4,-13.6
-4.194e+00,-0,0.004,-13.4,-13.2
-4.190e+00,-0.004,-0.01,-13.4,-13.8
-4.186e+00,-0.002,0.004,-13.4,-13.2
-4.182e+00,-0.004,-0.012,-13.4,-13.8
-4.178e+00,-0.002,0.004,-13.4,-13.2
-4.174e+00,-0.002,-0.01,-13.4,-13.8
-4.171e+00,-0.004,0.006,-13.4,-13.2
-4.167e+00,-0.002,-0.012,-13.4,-13.8
-4.163e+00,-0.002,0.006,-13.4,-13.2
-4.159e+00,-0.002,-0.01,-13.4,-13.8
-4.155e+00,-0.004,0.004,-13.4,-13.2
-4.151e+00,-0.002,-0.008,-13.6,-13.8
-4.147e+00,-0.002,0.008,-13.6,-13.2
-4.144e+00,-0.006,-0.012,-13.6,-13.8
-4.140e+00,-0.002,0.006,-13.6,-13.2
-4.136e+00,-0.002,-0.01,-13.6,-13.8
-4.132e+00,-0.002,0.012,-13.6,-13.2
-4.128e+00,-0.004,-0.016,-13.6,-13.8
-4.124e+00,-0.002,0.008,-13.6,-13.2
-4.121e+00,-0.002,-0.012,-13.6,-13.8
-4.117e+00,-0.004,0.006,-13.6,-13.4
-4.113e+00,-0.004,-0.01,-13.6,-13.8
-4.109e+00,-0.002,0.006,-13.6,-13.4
-4.105e+00,-0.002,-0.01,-13.6,-13.8
-4.101e+00,-0.002,0.004,-13.6,-13.4
-4.098e+00,-0.004,-0.01,-13.6,-13.8
-4.094e+00,-0,0.006,-13.6,-13.4
-4.090e+00,-0.002,-0.012,-13.6,-13.8
-4.086e+00,-0.002,0.008,-13.6,-13.4
-4.082e+00,-0.004,-0.012,-13.6,-13.8
-4.078e+00,-0.002,0.006,-13.6,-13.4
-4.075e+00,-0.002,-0.01,-13.6,-13.8
-4.071e+00,-0.004,0.006,-13.6,-13.4
-4.067e+00,-0.002,-0.012,-13.6,-13.8
-4.063e+00,-0.002,0.004,-13.6,-13.4
-4.059e+00,-0.002,-0.01,-13.6,-13.8
-4.055e+00,-0.004,0.006,-13.6,-13.4
-4.051e+00,-0.002,-0.01,-13.6,-13.8
-4.048e+00,-0.002,0.004,-13.6,-13.4
-4.044e+00,-0.004,-0.01,-13.6,-13.8
-4.040e+00,-0.002,0.006,-13.6,-13.4
-4.036e+00,-0.002,-0.01,-13.6,-14
-4.032e+00,-0.002,0.004,-13.6,-13.4
-4.028e+00,-0.004,-0.01,-13.8,-14
-4.025e+00,-0.002,0.006,-13.8,-13.4
-4.021e+00,-0,-0.008,-13.8,-14
-4.017e+00,-0.004,0.004,-13.8,-13.6
-4.013e+00,-0.002,-0.01,-13.8,-14
-4.009e+00,-0.004,0.006,-13.8,-13.6
-4.005e+00,-0.002,-0.008,-13.8,-14
-4.002e+00,-0.002,0.004,-13.8,-13.6
-3.998e+00,-0.002,-0.01,-13.8,-14
-3.994e+00,-0.002,0.006,-13.8,-13.6
-3.990e+00,-0.002,-0.01,-13.8,-14
-3.986e+00,-0.002,0.008,-13.8,-13.6
-3.982e+00,-0.004,-0.01,-13.8,-14
-3.978e+00,-0.002,0.004,-13.8,-13.6
-3.975e+00,-0.002,-0.01,-13.8,-14
-3.971e+00,-0.004,0.01,-13.8,-13.6
-3.967e+00,-0.002,-0.014,-13.8,-14
-3.963e+00,-0.002,0.006,-13.8,-13.6
-3.959e+00,-0.002,-0.014,-13.8,-14
-3.955e+00,-0.002,0.004,-13.8,-13.6
-3.952e+00,-0.002,-0.008,-13.8,-14.2
-3.948e+00,-0.002,0.006,-13.8,-13.6
-3.944e+00,-0.002,-0.008,-13.8,-14.2
-3.940e+00,-0.002,0.004,-13.8,-13.6
-3.936e+00,-0.002,-0.01,-13.8,-14.2
-3.932e+00,-0.002,0.008,-13.8,-13.6
-3.929e+00,-0.002,-0.012,-14,-14.2
-3.925e+00,-0.002,0.004,-13.8,-13.6
-3.921e+00,-0,-0.008,-13.8,-14.2
-3.917e+00,-0.002,0.004,-13.8,-13.6
-3.913e+00,-0.002,-0.008,-14,-14.2
-3.909e+00,-0.002,0.004,-14,-13.6
-3.906e+00,-0.002,-0.008,-14,-14.2
-3.902e+00,-0.002,0.008,-14,-13.8
-3.898e+00,-0.004,-0.01,-14,-14.2
-3.894e+00,-0.002,0.004,-14,-13.8
-3.890e+00,-0.002,-0.008,-14,-14.2
-3.886e+00,-0.002,0.006,-14,-13.8
-3.882e+00,-0.002,-0.008,-14,-14.2
-3.879e+00,-0.002,0.004,-14,-13.8
-3.875e+00,-0.002,-0.01,-14,-14.2
-3.871e+00,-0.004,0.006,-14,-13.8
-3.867e+00,-0.002,-0.008,-14,-14.2
-3.863e+00,-0.002,0.006,-14,-13.8
-3.859e+00,-0.002,-0.01,-14,-14.2
-3.856e+00,-0.002,0.006,-14,-13.8
-3.852e+00,-0.002,-0.008,-14,-14.2
-3.848e+00,-0,0.004,-14,-13.8
-3.844e+00,-0.002,-0.01,-14,-14.2
-3.840e+00,-0.002,0.006,-14,-13.8
-3.836e+00,-0.002,-0.01,-14,-14.2
-3.833e+00,-0.002,0.006,-14,-13.8
-3.829e+00,-0.002,-0.01,-14,-14.2
-3.825e+00,-0.002,0.006,-14,-13.8
-3.821e+00,-0.002,-0.008,-14,-14.2
-3.817e+00,-0.002,0.006,-14,-13.8
-3.813e+00,-0.002,-0.01,-14,-14.2
-3.810e+00,-0.002,0.012,-14,-13.8
-3.806e+00,-0.002,-0.012,-14,-14.2
-3.802e+00,-0.002,0.008,-14,-13.8
-3.798e+00,-0.004,-0.012,-14,-14.2
-3.794e+00,-0.002,0.004,-14,-13.8
-3.790e+00,-0.002,-0.01,-14,-14.2
-3.786e+00,-0.002,0.006,-14,-13.8
-3.783e+00,-0.002,-0.01,-14,-14.2
-3.779e+00,-0.004,0.004,-14,-13.8
-3.775e+00,-0.002,-0.01,-14,-14.2
-3.771e+00,-0.002,0.008,-14,-13.8
-3.767e+00,-0.002,-0.01,-14,-14.2
-3.763e+00,-0.002,0.004,-14,-13.8
-3.760e+00,-0,-0.008,-14,-14.2
-3.756e+00,-0.002,0.006,-14,-13.8
-3.752e+00,-0.002,-0.01,-14,-14.2
-3.748e+00,-0.002,0.004,-14,-13.8
-3.744e+00,-0.002,-0.008,-14,-14.4
-3.740e+00,-0.002,0.006,-14,-13.8
-3.737e+00,-0.002,-0.01,-14.2,-14.4
-3.733e+00,-0.002,0.004,-14,-13.8
-3.729e+00,-0.002,-0.008,-14.2,-14.4
-3.725e+00,-0.002,0.006,-14.2,-13.8
-3.721e+00,-0.002,-0.01,-14.2,-14.4
-3.717e+00,-0.002,0.006,-14,-13.8
-3.714e+00,-0,-0.008,-14,-14.4
-3.710e+00,-0.002,0.006,-14,-13.8
-3.706e+00,-0.002,-0.008,-14.2,-14.4
-3.702e+00,-0,0.004,-14.2,-13.8
-3.698e+00,-0.004,-0.008,-14.2,-14.4
-3.694e+00,-0.002,0.004,-14.2,-14
-3.690e+00,-0.002,-0.008,-14.2,-14.4
-3.687e+00,-0,0.006,-14.2,-14
-3.683e+00,-0.002,-0.008,-14.2,-14.4
-3.679e+00,-0.002,0.006,-14.2,-14
-3.675e+00,-0.002,-0.01,-14.2,-14.4
-3.671e+00,-0.002,0.008,-14.2,-14
-3.667e+00,-0.002,-0.01,-14.2,-14.4
-3.664e+00,-0.002,0.006,-14.2,-14
-3.660e+00,-0.002,-0.008,-14.2,-14.4
-3.656e+00,-0,0.006,-14.2,-14
-3.652e+00,-0.002,-0.01,-14.2,-14.4
-3.648e+00,-0.002,0.01,-14.2,-14
-3.644e+00,-0.002,-0.014,-14.2,-14.4
-3.641e+00,-0,0.008,-14.2,-14
-3.637e+00,-0.002,-0.02,-14.2,-14.4
-3.633e+00,-0.002,0.006,-14.2,-14
-3.629e+00,-0.002,-0.01,-14.2,-14.4
-3.625e+00,-0.002,0.006,-14.2,-14
-3.621e+00,-0.002,-0.008,-14.2,-14.4
-3.618e+00,-0.002,0.006,-14.2,-14
-3.614e+00,-0,-0.01,-14.2,-14.4
-3.610e+00,-0.002,0.008,-14.2,-14
-3.606e+00,-0.002,-0.01,-14.2,-14.4
-3.602e+00,-0.002,0.004,-14.2,-14
-3.598e+00,-0.002,-0.008,-14.2,-14.4
-3.594e+00,-0.002,0.006,-14.2,-14
-3.591e+00,-0.002,-0.01,-14.2,-14.4
-3.587e+00,-0.002,0.004,-14.2,-14
-3.583e+00,-0.002,-0.008,-14.2,-14.4
-3.579e+00,-0.002,0.006,-14.2,-14
-3.575e+00,-0,-0.008,-14.2,-14.4
-3.571e+00,-0.002,0.006,-14.2,-14
-3.568e+00,-0,-0.008,-14.2,-14.4
-3.564e+00,-0.004,0.006,-14.2,-14
-3.560e+00,-0.002,-0.01,-14.2,-14.4
-3.556e+00,-0,0.006,-14.2,-14
-3.552e+00,-0.002,-0.008,-14.2,-14.4
-3.548e+00,-0.002,0.006,-14.2,-14
-3.545e+00,-0,-0.01,-14.4,-14.4
-3.541e+00,-0.002,0.006,-14.4,-14
-3.537e+00,-0.002,-0.008,-14.4,-14.6
-3.533e+00,-0.002,0.006,-14.4,-14
-3.529e+00,-0.002,-0.008,-14.4,-14.6
-3.525e+00,-0.002,0.006,-14.4,-14
-3.522e+00,-0.002,-0.008,-14.4,-14.6
-3.518e+00,-0.002,0.008,-14.4,-14.2
-3.514e+00,-0,-0.008,-14.4,-14.6
-3.510e+00,-0.002,0.008,-14.4,-14.2
-3.506e+00,-0.002,-0.008,-14.4,-14.6
-3.502e+00,-0,0.006,-14.4,-14.2
-3.498e+00,-0.002,-0.01,-14.4,-14.6
-3.495e+00,-0.002,0.006,-14.4,-14.2
-3.491e+00,-0.002,-0.008,-14.4,-14.6
-3.487e+00,-0,0.012,-14.4,-14.2
-3.483e+00,-0,-0.014,-14.4,-14.6
-3.479e+00,-0.002,0.006,-14.4,-14.2
-3.475e+00,-0,-0.01,-14.4,-14.6
-3.472e+00,-0.002,0.008,-14.4,-14.2
-3.468e+00,-0,-0.01,-14.4,-14.6
-3.464e+00,-0.002,0.006,-14.4,-14.2
-3.460e+00,-0.002,-0.008,-14.4,-14.6
-3.456e+00,-0,0.006,-14.4,-14.2
-3.452e+00,-0.002,-0.01,-14.6,-14.8
-3.449e+00,-0.002,0.01,-14.6,-14.4
-3.445e+00,-0.002,-0.012,-14.6,-14.8
-3.441e+00,-0,0.006,-14.6,-14.4
-3.437e+00,-0.002,-0.01,-14.6,-14.8
-3.433e+00,-0.002,0.006,-14.6,-14.4
-3.429e+00,-0.002,-0.008,-14.6,-14.8
-3.425e+00,-0.002,0.006,-14.6,-14.4
-3.422e+00,-0.002,-0.008,-14.6,-14.8
-3.418e+00,-0.002,0.004,-14.6,-14.4
-3.414e+00,-0.002,-0.008,-14.6,-14.8
-3.410e+00,-0.002,0.006,-14.6,-14.4
-3.406e+00,-0.002,-0.008,-14.6,-14.8
-3.402e+00,-0,0.006,-14.6,-14.4
-3.399e+00,-0.002,-0.008,-14.6,-14.8
-3.395e+00,-0,0.006,-14.6,-14.4
-3.391e+00,-0.002,-0.008,-14.6,-14.8
-3.387e+00,-0.002,0.006,-14.6,-14.4
-3.383e+00,-0,-0.008,-14.6,-14.8
-3.379e+00,-0.002,0.004,-14.6,-14.4
-3.376e+00,-0.002,-0.008,-14.6,-14.8
-3.372e+00,-0.002,0.006,-14.6,-14.4
-3.368e+00,-0,-0.008,-14.6,-14.8
-3.364e+00,-0.002,0.006,-14.6,-14.4
-3.360e+00,-0.002,-0.008,-14.6,-14.8
-3.356e+00,-0,0.008,-14.6,-14.4
-3.353e+00,-0.002,-0.008,-14.6,-14.8
-3.349e+00,-0.002,0.01,-14.6,-14.4
-3.345e+00,-0.002,-0.01,-14.6,-14.8
-3.341e+00,-0,0.006,-14.6,-14.4
-3.337e+00,-0,-0.008,-14.6,-14.8
-3.333e+00,-0.002,0.01,-14.6,-14.4
-3.329e+00,-0,-0.014,-14.6,-14.8
-3.326e+00,-0.002,0.008,-14.6,-14.4
-3.322e+00,-0,-0.012,-14.6,-14.8
-3.318e+00,-0.002,0.006,-14.6,-14.4
-3.314e+00,-0.002,-0.008,-14.8,-15
-3.310e+00,-0,0.008,-14.6,-14.4
-3.306e+00,-0,-0.01,-14.8,-15
-3.303e+00,-0,0.004,-14.6,-14.6
-3.299e+00,-0.002,-0.01,-14.8,-15
-3.295e+00,-0,0.008,-14.8,-14.4
-3.291e+00,-0.002,-0.01,-14.8,-15
-3.287e+00,-0.002,0.006,-14.8,-14.4
-3.283e+00,-0,-0.01,-14.8,-15
-3.280e+00,-0.002,0.006,-14.8,-14.6
-3.276e+00,-0.002,-0.008,-14.8,-15
-3.272e+00,-0.002,0.006,-14.8,-14.6
-3.268e+00,-0,-0.008,-14.8,-15
-3.264e+00,-0,0.006,-14.8,-14.6
-3.260e+00,-0.002,-0.008,-14.8,-15
-3.257e+00,-0.002,0.006,-14.8,-14.6
-3.253e+00,-0.002,-0.008,-14.8,-15
-3.249e+00,-0.002,0.004,-14.8,-14.6
-3.245e+00,-0.002,-0.008,-14.8,-15
-3.241e+00,-0.002,0.006,-14.8,-14.6
-3.237e+00,-0,-0.008,-14.8,-15
-3.233e+00,-0.002,0.006,-14.8,-14.6
-3.230e+00,-0.002,-0.008,-14.8,-15
-3.226e+00,-0.002,0.006,-14.8,-14.6
-3.222e+00,-0.002,-0.008,-14.8,-15
-3.218e+00,-0.002,0.006,-14.8,-14.6
-3.214e+00,-0.002,-0.008,-14.8,-15
-3.210e+00,-0,0.004,-14.8,-14.6
-3.207e+00,-0.002,-0.008,-14.8,-15
-3.203e+00,-0,0.006,-14.8,-14.6
-3.199e+00,-0.002,-0.008,-15,-15
-3.195e+00,-0,0.006,-15,-14.8
-3.191e+00,-0.002,-0.008,-15,-15.2
-3.187e+00,-0.002,0.006,-15,-14.8
-3.184e+00,-0.002,-0.008,-15,-15.2
-3.180e+00,-0.002,0.006,-15,-14.8
-3.176e+00,-0.002,-0.01,-15,-15.2
-3.172e+00,-0.002,0.012,-15,-14.8
-3.168e+00,-0,-0.014,-15,-15.2
-3.164e+00,-0,0.008,-15,-14.8
-3.161e+00,-0.002,-0.01,-15,-15.2
-3.157e+00,-0,0.008,-15,-14.8
-3.153e+00,-0,-0.008,-15,-15.2
-3.149e+00,-0,0.006,-15,-14.8
-3.145e+00,-0.002,-0.012,-15,-15.2
-3.141e+00,-0.002,0.006,-15,-14.8
-3.137e+00,-0,-0.008,-15,-15.2
-3.134e+00,-0,0.008,-15,-14.8
-3.130e+00,-0,-0.01,-15,-15.2
-3.126e+00,-0.002,0.006,-15,-14.8
-3.122e+00,-0,-0.008,-15,-15.2
-3.118e+00,-0.002,0.006,-15.2,-14.8
-3.114e+00,-0.002,-0.008,-15.2,-15.4
-3.111e+00,-0.002,0.004,-15.2,-14.8
-3.107e+00,-0.002,-0.008,-15.2,-15.4
-3.103e+00,-0,0.006,-15.2,-15
-3.099e+00,-0.002,-0.01,-15.2,-15.4
-3.095e+00,-0.002,0.006,-15.2,-15
-3.091e+00,-0,-0.008,-15.2,-15.4
-3.088e+00,-0.002,0.006,-15.2,-15
-3.084e+00,-0,-0.01,-15.2,-15.4
-3.080e+00,-0.002,0.006,-15.2,-15
-3.076e+00,-0,-0.008,-15.2,-15.4
-3.072e+00,-0.002,0.006,-15.2,-15
-3.068e+00,-0.002,-0.008,-15.2,-15.4
-3.065e+00,-0.002,0.006,-15.2,-15
-3.061e+00,-0.002,-0.008,-15.2,-15.4
-3.057e+00,-0,0.008,-15.2,-15
-3.053e+00,-0.002,-0.008,-15.2,-15.4
-3.049e+00,-0,0.006,-15.2,-15
-3.045e+00,-0.002,-0.008,-15.2,-15.4
-3.041e+00,-0.002,0.006,-15.2,-15
-3.038e+00,-0.002,-0.01,-15.2,-15.4
-3.034e+00,-0.002,0.006,-15.2,-15
-3.030e+00,-0.002,-0.01,-15.2,-15.4
-3.026e+00,-0.002,0.006,-15.2,-15
-3.022e+00,-0,-0.01,-15.2,-15.4
-3.018e+00,-0,0.006,-15.2,-15
-3.015e+00,-0.002,-0.008,-15.2,-15.4
-3.011e+00,-0.002,0.012,-15.2,-15.2
-3.007e+00,-0.002,-0.014,-15.2,-15.4
-3.003e+00,-0,0.008,-15.2,-15
-2.999e+00,-0.002,-0.018,-15.4,-15.6
-2.995e+00,-0.002,0.006,-15.4,-15.2
-2.992e+00,-0,-0.008,-15.4,-15.6
-2.988e+00,-0.002,0.008,-15.4,-15.2
-2.984e+00,-0,-0.008,-15.4,-15.6
-2.980e+00,-0.002,0.006,-15.4,-15.2
-2.976e+00,-0,-0.01,-15.4,-15.6
-2.972e+00,-0.002,0.008,-15.4,-15.2
-2.969e+00,-0.002,-0.01,-15.4,-15.6
-2.965e+00,-0.002,0.004,-15.4,-15.2
-2.961e+00,-0.002,-0.008,-15.4,-15.6
-2.957e+00,-0,0.008,-15.4,-15.2
-2.953e+00,-0.002,-0.01,-15.4,-15.6
